gamin-0.1.10-31.el8.x86_64.rpm,gamin-0.1.10-31.el8.x86_64.rpm
gawk-4.2.1-1.el8.x86_64.rpm,gawk-4.2.1-1.el8.x86_64.rpm
gdbm-1.18-1.el8.i686.rpm,gdbm-1.18-1.el8.i686.rpm
gdbm-1.18-1.el8.x86_64.rpm,gdbm-1.18-1.el8.x86_64.rpm
gdbm-devel-1.18-1.el8.i686.rpm,gdbm-devel-1.18-1.el8.i686.rpm
gdbm-devel-1.18-1.el8.x86_64.rpm,gdbm-devel-1.18-1.el8.x86_64.rpm
gdbm-libs-1.18-1.el8.i686.rpm,gdbm-libs-1.18-1.el8.i686.rpm
gdbm-libs-1.18-1.el8.x86_64.rpm,gdbm-libs-1.18-1.el8.x86_64.rpm
gdisk-1.0.3-6.el8.x86_64.rpm,gdisk-1.0.3-6.el8.x86_64.rpm
gdk-pixbuf2-2.36.12-5.el8.i686.rpm,gdk-pixbuf2-2.36.12-5.el8.i686.rpm
gdk-pixbuf2-2.36.12-5.el8.x86_64.rpm,gdk-pixbuf2-2.36.12-5.el8.x86_64.rpm
genwqe-tools-4.0.20-5.el8.x86_64.rpm,genwqe-tools-4.0.20-5.el8.x86_64.rpm
genwqe-vpd-4.0.20-5.el8.x86_64.rpm,genwqe-vpd-4.0.20-5.el8.x86_64.rpm
genwqe-zlib-4.0.20-5.el8.i686.rpm,genwqe-zlib-4.0.20-5.el8.i686.rpm
genwqe-zlib-4.0.20-5.el8.x86_64.rpm,genwqe-zlib-4.0.20-5.el8.x86_64.rpm
genwqe-zlib-devel-4.0.20-5.el8.i686.rpm,genwqe-zlib-devel-4.0.20-5.el8.i686.rpm
genwqe-zlib-devel-4.0.20-5.el8.x86_64.rpm,genwqe-zlib-devel-4.0.20-5.el8.x86_64.rpm
gettext-0.19.8.1-17.el8.x86_64.rpm,gettext-0.19.8.1-17.el8.x86_64.rpm
gettext-common-devel-0.19.8.1-17.el8.noarch.rpm,gettext-common-devel-0.19.8.1-17.el8.noarch.rpm
gettext-devel-0.19.8.1-17.el8.i686.rpm,gettext-devel-0.19.8.1-17.el8.i686.rpm
gettext-devel-0.19.8.1-17.el8.x86_64.rpm,gettext-devel-0.19.8.1-17.el8.x86_64.rpm
gettext-libs-0.19.8.1-17.el8.i686.rpm,gettext-libs-0.19.8.1-17.el8.i686.rpm
gettext-libs-0.19.8.1-17.el8.x86_64.rpm,gettext-libs-0.19.8.1-17.el8.x86_64.rpm
gfs2-utils-3.2.0-9.el8.x86_64.rpm,gfs2-utils-3.2.0-9.el8.x86_64.rpm
glib2-2.56.4-8.el8.i686.rpm,glib2-2.56.4-8.el8.i686.rpm
glib2-2.56.4-8.el8.x86_64.rpm,glib2-2.56.4-8.el8.x86_64.rpm
glib2-devel-2.56.4-8.el8.i686.rpm,glib2-devel-2.56.4-8.el8.i686.rpm
glib2-devel-2.56.4-8.el8.x86_64.rpm,glib2-devel-2.56.4-8.el8.x86_64.rpm
glib2-fam-2.56.4-8.el8.x86_64.rpm,glib2-fam-2.56.4-8.el8.x86_64.rpm
glib2-tests-2.56.4-8.el8.x86_64.rpm,glib2-tests-2.56.4-8.el8.x86_64.rpm
glib-networking-2.56.1-1.1.el8.i686.rpm,glib-networking-2.56.1-1.1.el8.i686.rpm
glib-networking-2.56.1-1.1.el8.x86_64.rpm,glib-networking-2.56.1-1.1.el8.x86_64.rpm
glusterfs-6.0-37.2.el8.x86_64.rpm,glusterfs-6.0-37.2.el8.x86_64.rpm
glusterfs-client-xlators-6.0-37.2.el8.x86_64.rpm,glusterfs-client-xlators-6.0-37.2.el8.x86_64.rpm
glusterfs-fuse-6.0-37.2.el8.x86_64.rpm,glusterfs-fuse-6.0-37.2.el8.x86_64.rpm
glusterfs-libs-6.0-37.2.el8.x86_64.rpm,glusterfs-libs-6.0-37.2.el8.x86_64.rpm
glusterfs-rdma-6.0-37.2.el8.x86_64.rpm,glusterfs-rdma-6.0-37.2.el8.x86_64.rpm
gmp-6.1.2-10.el8.i686.rpm,gmp-6.1.2-10.el8.i686.rpm
gmp-6.1.2-10.el8.x86_64.rpm,gmp-6.1.2-10.el8.x86_64.rpm
gmp-c++-6.1.2-10.el8.i686.rpm,gmp-c++-6.1.2-10.el8.i686.rpm
gmp-c++-6.1.2-10.el8.x86_64.rpm,gmp-c++-6.1.2-10.el8.x86_64.rpm
gmp-devel-6.1.2-10.el8.i686.rpm,gmp-devel-6.1.2-10.el8.i686.rpm
gmp-devel-6.1.2-10.el8.x86_64.rpm,gmp-devel-6.1.2-10.el8.x86_64.rpm
gnupg2-2.2.20-2.el8.x86_64.rpm,gnupg2-2.2.20-2.el8.x86_64.rpm
